Datetime,Close,High,Low,Open,Volume
2025-04-23 07:45:00+00:00,1299.59998,1299.80005,1295.0,1296.09998,411942
2025-04-23 08:00:00+00:00,1297.90002,1300.0,1297.09998,1299.5,331465
2025-04-23 08:15:00+00:00,1299.5,1300.40002,1297.19995,1298.0,552014
2025-04-23 08:30:00+00:00,1299.5,1300.09998,1297.80005,1299.5,418815
2025-04-23 08:45:00+00:00,1299.40002,1300.30005,1298.69995,1299.59998,330075
2025-04-23 09:00:00+00:00,1297.0,1299.69995,1295.80005,1299.40002,363136
2025-04-23 09:15:00+00:00,1300.40002,1300.5,1297.0,1297.40002,430999
2025-04-23 09:30:00+00:00,1299.90002,1301.19995,1299.80005,1300.0,1068112
2025-04-23 09:45:00+00:00,1297.0,1300.5,1297.0,1299.80005,1115137
2025-04-24 03:45:00+00:00,1291.80005,1297.59998,1291.30005,1294.0,651805
2025-04-24 04:00:00+00:00,1293.5,1296.90002,1291.59998,1292.0,282842
2025-04-24 04:15:00+00:00,1293.19995,1294.80005,1292.0,1293.5,309554
2025-04-24 04:30:00+00:00,1292.90002,1293.0,1290.30005,1293.0,225247
2025-04-24 04:45:00+00:00,1295.59998,1295.59998,1291.0,1293.09998,195620
2025-04-24 05:00:00+00:00,1295.40002,1296.40002,1294.40002,1295.59998,234892
2025-04-24 05:15:00+00:00,1295.30005,1296.5,1292.80005,1295.5,257046
2025-04-24 05:30:00+00:00,1295.30005,1296.40002,1294.80005,1295.40002,196302
2025-04-24 05:45:00+00:00,1295.19995,1295.59998,1294.0,1295.30005,360732
2025-04-24 06:00:00+00:00,1297.40002,1297.80005,1294.90002,1295.19995,236685
2025-04-24 06:15:00+00:00,1297.30005,1299.59998,1296.5,1297.40002,368516
2025-04-24 06:30:00+00:00,1298.09998,1298.80005,1297.0,1297.40002,210014
2025-04-24 06:45:00+00:00,1299.30005,1300.69995,1297.80005,1298.09998,345242
2025-04-24 07:00:00+00:00,1300.19995,1300.30005,1298.30005,1299.09998,277703
2025-04-24 07:15:00+00:00,1300.09998,1300.40002,1299.59998,1300.09998,320251
2025-04-24 07:30:00+00:00,1299.59998,1301.0,1298.59998,1300.09998,335737
2025-04-24 07:45:00+00:00,1296.80005,1299.90002,1296.69995,1299.59998,263849
2025-04-24 08:00:00+00:00,1297.80005,1298.0,1294.90002,1297.30005,579632
2025-04-24 08:15:00+00:00,1299.30005,1300.5,1297.5,1297.80005,449143
2025-04-24 08:30:00+00:00,1300.09998,1300.09998,1298.80005,1299.19995,232846
2025-04-24 08:45:00+00:00,1299.59998,1300.59998,1299.40002,1300.09998,299399
2025-04-24 09:00:00+00:00,1298.90002,1300.30005,1298.5,1299.59998,421080
2025-04-24 09:15:00+00:00,1296.90002,1299.40002,1295.69995,1298.80005,507145
2025-04-24 09:30:00+00:00,1302.30005,1302.5,1297.0,1297.0,1444956
2025-04-24 09:45:00+00:00,1303.40002,1304.40002,1301.5,1302.30005,1452659
2025-04-25 03:45:00+00:00,1320.69995,1321.19995,1304.59998,1304.59998,1287315
2025-04-25 04:00:00+00:00,1310.30005,1325.09998,1307.09998,1321.09998,1815384
2025-04-25 04:15:00+00:00,1298.80005,1312.0,1297.59998,1310.5,730053
2025-04-25 04:30:00+00:00,1298.30005,1299.0,1290.19995,1299.0,916305
2025-04-25 04:45:00+00:00,1293.09998,1299.0,1292.19995,1298.0,359037
2025-04-25 05:00:00+00:00,1299.30005,1302.90002,1293.59998,1293.80005,482020
2025-04-25 05:15:00+00:00,1296.0,1302.0,1294.5,1299.19995,654752
2025-04-25 05:30:00+00:00,1296.40002,1297.90002,1292.09998,1296.30005,437283
2025-04-25 05:45:00+00:00,1294.19995,1297.30005,1292.0,1296.40002,242302
2025-04-25 06:00:00+00:00,1291.0,1294.5,1290.59998,1294.40002,453194
2025-04-25 06:15:00+00:00,1291.0,1292.5,1288.30005,1291.19995,454777
2025-04-25 06:30:00+00:00,1293.19995,1294.30005,1290.19995,1291.30005,310656
2025-04-25 06:45:00+00:00,1294.90002,1296.90002,1292.5,1293.19995,322337
2025-04-25 07:00:00+00:00,1296.0,1297.30005,1293.59998,1294.90002,312833
2025-04-25 07:15:00+00:00,1299.80005,1300.0,1295.69995,1296.0,346484
2025-04-25 07:30:00+00:00,1299.90002,1303.0,1298.09998,1299.80005,368511
2025-04-25 07:45:00+00:00,1300.09998,1301.0,1299.09998,1299.90002,280549
2025-04-25 08:00:00+00:00,1303.90002,1304.40002,1299.69995,1300.09998,231332
2025-04-25 08:15:00+00:00,1308.30005,1308.90002,1303.80005,1303.90002,374256
2025-04-25 08:30:00+00:00,1301.40002,1309.90002,1300.0,1308.30005,378030
2025-04-25 08:45:00+00:00,1303.40002,1305.0,1301.40002,1301.40002,196098
2025-04-25 09:00:00+00:00,1301.5,1303.40002,1300.0,1303.40002,234687
2025-04-25 09:15:00+00:00,1303.59998,1304.80005,1300.0,1301.59998,344873
2025-04-25 09:30:00+00:00,1297.40002,1304.80005,1296.19995,1303.69995,1256073
2025-04-25 09:45:00+00:00,1300.90002,1302.90002,1297.09998,1297.80005,978795
2025-04-28 03:45:00+00:00,1331.09998,1341.0,1320.19995,1341.0,1527180
2025-04-28 04:00:00+00:00,1337.90002,1339.90002,1331.69995,1331.69995,1516727
2025-04-28 04:15:00+00:00,1344.59998,1344.90002,1333.0,1338.0,1497211
2025-04-28 04:30:00+00:00,1348.30005,1352.0,1344.40002,1344.59998,2151614
2025-04-28 04:45:00+00:00,1349.59998,1355.0,1348.0,1348.40002,1154239
2025-04-28 05:00:00+00:00,1353.5,1357.40002,1349.5,1349.5,1383122
2025-04-28 05:15:00+00:00,1355.80005,1355.90002,1352.59998,1353.5,1074228
2025-04-28 05:30:00+00:00,1354.19995,1357.09998,1352.5,1355.90002,676579
2025-04-28 05:45:00+00:00,1354.09998,1354.90002,1351.0,1354.5,565719
2025-04-28 06:00:00+00:00,1358.90002,1359.0,1353.90002,1354.09998,684948
2025-04-28 06:15:00+00:00,1357.90002,1359.5,1357.09998,1358.90002,528111
2025-04-28 06:30:00+00:00,1360.69995,1362.5,1357.90002,1357.90002,1047052
2025-04-28 06:45:00+00:00,1362.09998,1362.5,1360.0,1360.59998,665083
2025-04-28 07:00:00+00:00,1362.80005,1363.59998,1360.0,1362.30005,781062
2025-04-28 07:15:00+00:00,1364.80005,1365.59998,1362.40002,1362.80005,972896
2025-04-28 07:30:00+00:00,1368.09998,1368.30005,1363.40002,1364.90002,1049418
2025-04-28 07:45:00+00:00,1371.90002,1373.69995,1367.80005,1368.09998,1527161
2025-04-28 08:00:00+00:00,1374.30005,1374.59998,1370.59998,1372.0,850625
2025-04-28 08:15:00+00:00,1371.09998,1374.5,1371.09998,1374.40002,844705
2025-04-28 08:30:00+00:00,1371.5,1373.0,1366.0,1371.40002,851517
2025-04-28 08:45:00+00:00,1366.69995,1371.40002,1365.30005,1371.40002,955678
2025-04-28 09:00:00+00:00,1364.80005,1368.80005,1363.0,1366.90002,879725
2025-04-28 09:15:00+00:00,1367.19995,1368.0,1362.0,1364.90002,1003131
2025-04-28 09:30:00+00:00,1370.30005,1371.80005,1367.30005,1367.30005,1513516
2025-04-28 09:45:00+00:00,1366.30005,1371.0,1365.69995,1370.40002,1858225
2025-04-29 03:45:00+00:00,1389.0,1390.80005,1371.0,1371.19995,2506037
2025-04-29 04:00:00+00:00,1380.30005,1391.90002,1380.19995,1388.90002,2452189
2025-04-29 04:15:00+00:00,1385.90002,1386.0,1376.19995,1380.5,993118
2025-04-29 04:30:00+00:00,1387.09998,1388.0,1383.80005,1385.90002,1125329
2025-04-29 04:45:00+00:00,1390.0,1391.19995,1385.80005,1387.09998,1713349
2025-04-29 05:00:00+00:00,1393.80005,1396.90002,1389.0,1390.09998,1863515
2025-04-29 05:15:00+00:00,1391.69995,1395.30005,1391.30005,1393.80005,718471
2025-04-29 05:30:00+00:00,1394.90002,1395.59998,1391.19995,1391.19995,632166
2025-04-29 05:45:00+00:00,1398.40002,1398.80005,1393.30005,1394.90002,1249480
2025-04-29 06:00:00+00:00,1404.40002,1404.80005,1397.69995,1398.30005,1867315
2025-04-29 06:15:00+00:00,1403.90002,1406.09998,1400.90002,1404.30005,1438648
2025-04-29 06:30:00+00:00,1405.0,1405.90002,1401.40002,1403.90002,945154
2025-04-29 06:45:00+00:00,1403.90002,1406.0,1403.80005,1405.5,519538
2025-04-29 07:00:00+00:00,1405.09998,1405.80005,1403.90002,1404.0,508155
2025-04-29 07:15:00+00:00,1410.19995,1410.69995,1404.90002,1405.30005,1010975
2025-04-29 07:30:00+00:00,1406.69995,1410.90002,1406.5,1410.19995,1142173
2025-04-29 07:45:00+00:00,1405.80005,1407.69995,1404.09998,1406.80005,788867
2025-04-29 08:00:00+00:00,1405.40002,1406.40002,1404.69995,1405.80005,509292
2025-04-29 08:15:00+00:00,1407.90002,1408.0,1404.90002,1405.5,421375
2025-04-29 08:30:00+00:00,1405.80005,1408.0,1404.5,1407.90002,488298
2025-04-29 08:45:00+00:00,1398.90002,1405.69995,1397.09998,1405.30005,1354398
2025-04-29 09:00:00+00:00,1400.90002,1402.0,1398.80005,1399.0,675739
2025-04-29 09:15:00+00:00,1399.69995,1401.69995,1398.40002,1400.90002,1139496
2025-04-29 09:30:00+00:00,1398.90002,1401.0,1398.69995,1399.80005,2490103
2025-04-29 09:45:00+00:00,1398.59998,1401.40002,1398.30005,1399.0,2674671
2025-04-30 03:45:00+00:00,1393.30005,1399.90002,1388.30005,1399.5,616811
2025-04-30 04:00:00+00:00,1396.5,1397.80005,1392.59998,1393.5,702999
2025-04-30 04:15:00+00:00,1400.30005,1405.5,1396.19995,1396.5,978053
2025-04-30 04:30:00+00:00,1400.90002,1404.09998,1398.59998,1400.30005,522657
2025-04-30 04:45:00+00:00,1400.19995,1402.0,1400.0,1401.0,380452
2025-04-30 05:00:00+00:00,1400.30005,1401.80005,1396.09998,1400.19995,735275
2025-04-30 05:15:00+00:00,1403.40002,1403.5,1400.0,1400.30005,355281
2025-04-30 05:30:00+00:00,1402.80005,1404.5,1401.69995,1403.40002,437175
2025-04-30 05:45:00+00:00,1402.40002,1404.59998,1402.0,1403.0,363836
2025-04-30 06:00:00+00:00,1402.90002,1404.5,1402.30005,1402.40002,507812
2025-04-30 06:15:00+00:00,1406.40002,1406.40002,1402.0,1402.90002,619162
2025-04-30 06:30:00+00:00,1409.09998,1409.40002,1406.0,1406.30005,793071
2025-04-30 06:45:00+00:00,1409.69995,1412.40002,1408.09998,1409.09998,1036703
2025-04-30 07:00:00+00:00,1409.80005,1410.0,1407.30005,1409.69995,593919
2025-04-30 07:15:00+00:00,1410.69995,1411.90002,1408.90002,1409.69995,512790
2025-04-30 07:30:00+00:00,1410.5,1411.09998,1409.09998,1410.59998,518621
2025-04-30 07:45:00+00:00,1409.09998,1411.19995,1407.80005,1410.5,690716
2025-04-30 08:00:00+00:00,1408.59998,1410.0,1406.90002,1409.30005,794063
2025-04-30 08:15:00+00:00,1410.5,1410.5,1408.19995,1408.59998,555835
2025-04-30 08:30:00+00:00,1409.90002,1411.19995,1409.5,1410.40002,663016
2025-04-30 08:45:00+00:00,1409.09998,1410.40002,1407.0,1410.0,434086
2025-04-30 09:00:00+00:00,1409.0,1409.5,1408.0,1409.09998,454948
2025-04-30 09:15:00+00:00,1409.59998,1411.09998,1408.59998,1408.90002,1252296
2025-04-30 09:30:00+00:00,1406.40002,1412.09998,1406.19995,1409.69995,4279259
2025-04-30 09:45:00+00:00,1394.0,1407.90002,1393.69995,1406.40002,5168343
2025-05-02 03:45:00+00:00,1419.19995,1420.5,1409.30005,1409.30005,593751
2025-05-02 04:00:00+00:00,1425.40002,1425.90002,1418.90002,1419.0,1018253
2025-05-02 04:15:00+00:00,1422.5,1426.0,1420.19995,1425.40002,506871
2025-05-02 04:30:00+00:00,1424.59998,1425.0,1420.40002,1422.0,412953
2025-05-02 04:45:00+00:00,1418.09998,1426.69995,1418.0,1424.0,672757
2025-05-02 05:00:00+00:00,1418.80005,1420.30005,1415.09998,1418.0,507355
2025-05-02 05:15:00+00:00,1417.19995,1419.19995,1415.30005,1419.0,394902
2025-05-02 05:30:00+00:00,1418.90002,1420.80005,1417.09998,1417.40002,327280
2025-05-02 05:45:00+00:00,1418.09998,1422.0,1416.0,1418.80005,365752
2025-05-02 06:00:00+00:00,1416.40002,1418.69995,1414.0,1418.30005,480923
2025-05-02 06:15:00+00:00,1419.90002,1420.59998,1416.09998,1416.59998,264817
2025-05-02 06:30:00+00:00,1416.90002,1420.0,1415.69995,1419.90002,254061
2025-05-02 06:45:00+00:00,1414.5,1417.69995,1413.09998,1416.90002,431065
2025-05-02 07:00:00+00:00,1418.0,1418.09998,1412.59998,1414.69995,372809
2025-05-02 07:15:00+00:00,1418.0,1419.69995,1417.59998,1418.0,337638
2025-05-02 07:30:00+00:00,1416.19995,1419.69995,1412.69995,1418.0,1239691
2025-05-02 07:45:00+00:00,1419.19995,1420.59998,1416.19995,1416.40002,567208
2025-05-02 08:00:00+00:00,1418.69995,1421.0,1418.40002,1419.30005,384743
2025-05-02 08:15:00+00:00,1418.80005,1420.40002,1418.0,1418.90002,502674
2025-05-02 08:30:00+00:00,1418.30005,1420.30005,1417.0,1418.80005,711769
2025-05-02 08:45:00+00:00,1417.59998,1420.09998,1417.19995,1418.30005,693176
2025-05-02 09:00:00+00:00,1419.69995,1420.59998,1416.30005,1417.59998,727927
2025-05-02 09:15:00+00:00,1423.0,1423.5,1419.40002,1419.69995,418031
2025-05-02 09:30:00+00:00,1422.30005,1423.5,1420.09998,1423.0,1163417
2025-05-02 09:45:00+00:00,1422.5,1424.09998,1420.09998,1422.40002,2814889
2025-05-05 03:45:00+00:00,1432.09998,1435.40002,1428.80005,1430.90002,622738
2025-05-05 04:00:00+00:00,1438.40002,1438.90002,1429.5,1432.09998,1004682
2025-05-05 04:15:00+00:00,1437.09998,1439.40002,1435.69995,1438.40002,405613
2025-05-05 04:30:00+00:00,1435.5,1437.09998,1433.5,1437.09998,397390
2025-05-05 04:45:00+00:00,1433.30005,1436.80005,1431.69995,1435.5,439526
2025-05-05 05:00:00+00:00,1432.19995,1434.90002,1431.59998,1433.09998,313679
2025-05-05 05:15:00+00:00,1429.19995,1432.09998,1426.90002,1432.09998,675386
2025-05-05 05:30:00+00:00,1429.0,1429.59998,1427.5,1429.19995,256047
2025-05-05 05:45:00+00:00,1431.0,1432.0,1427.59998,1429.0,293166
2025-05-05 06:00:00+00:00,1429.0,1432.0,1428.30005,1431.0,269022
2025-05-05 06:15:00+00:00,1432.40002,1433.0,1428.5,1428.80005,280360
2025-05-05 06:30:00+00:00,1433.0,1434.0,1431.90002,1432.5,231084
2025-05-05 06:45:00+00:00,1432.5,1433.5,1431.30005,1432.69995,364187
2025-05-05 07:00:00+00:00,1432.0,1434.0,1431.5,1432.90002,309350
2025-05-05 07:15:00+00:00,1433.59998,1433.80005,1431.69995,1432.0,270379
2025-05-05 07:30:00+00:00,1432.19995,1433.69995,1431.5,1433.40002,277800
2025-05-05 07:45:00+00:00,1432.09998,1433.40002,1431.69995,1431.80005,238721
2025-05-05 08:00:00+00:00,1431.40002,1433.30005,1431.0,1432.09998,307013
2025-05-05 08:15:00+00:00,1430.30005,1431.80005,1429.5,1431.40002,718167
2025-05-05 08:30:00+00:00,1429.5,1431.30005,1429.5,1430.40002,293876
2025-05-05 08:45:00+00:00,1428.80005,1429.90002,1428.19995,1429.5,261247
2025-05-05 09:00:00+00:00,1430.19995,1432.90002,1429.0,1429.19995,319069
2025-05-05 09:15:00+00:00,1430.59998,1432.5,1429.69995,1429.90002,292656
2025-05-05 09:30:00+00:00,1430.69995,1431.90002,1430.0,1430.59998,1434405
2025-05-05 09:45:00+00:00,1429.5,1432.30005,1429.5,1430.80005,1447217
2025-05-06 03:45:00+00:00,1417.5,1430.09998,1416.80005,1430.09998,1083916
2025-05-06 04:00:00+00:00,1421.09998,1423.80005,1417.5,1417.59998,838847
2025-05-06 04:15:00+00:00,1419.0,1422.0,1418.80005,1421.30005,785509
2025-05-06 04:30:00+00:00,1417.80005,1420.40002,1417.5,1418.90002,448424
2025-05-06 04:45:00+00:00,1416.59998,1418.0,1415.40002,1418.0,531278
2025-05-06 05:00:00+00:00,1416.80005,1419.80005,1416.09998,1416.19995,292550
2025-05-06 05:15:00+00:00,1414.59998,1417.5,1413.69995,1417.19995,338450
2025-05-06 05:30:00+00:00,1414.69995,1415.19995,1413.30005,1414.69995,328274
2025-05-06 05:45:00+00:00,1411.0,1414.59998,1410.59998,1414.59998,519662
2025-05-06 06:00:00+00:00,1414.40002,1414.40002,1411.0,1411.09998,361945
2025-05-06 06:15:00+00:00,1416.69995,1419.0,1414.0,1414.0,359583
2025-05-06 06:30:00+00:00,1420.09998,1420.69995,1415.69995,1416.59998,332284
2025-05-06 06:45:00+00:00,1418.0,1420.09998,1417.09998,1420.09998,214112
2025-05-06 07:00:00+00:00,1417.69995,1419.19995,1417.5,1418.0,174996
2025-05-06 07:15:00+00:00,1417.59998,1418.5,1416.69995,1417.69995,203644
2025-05-06 07:30:00+00:00,1418.09998,1418.40002,1416.80005,1417.80005,221886
2025-05-06 07:45:00+00:00,1417.0,1418.80005,1416.80005,1418.09998,266154
2025-05-06 08:00:00+00:00,1418.09998,1419.0,1416.69995,1417.19995,287065
2025-05-06 08:15:00+00:00,1419.09998,1419.5,1418.0,1418.09998,259852
2025-05-06 08:30:00+00:00,1419.0,1420.80005,1418.30005,1419.0,598070
2025-05-06 08:45:00+00:00,1418.0,1419.69995,1417.19995,1418.5,481638
2025-05-06 09:00:00+00:00,1418.90002,1419.5,1416.0,1418.0,611253
2025-05-06 09:15:00+00:00,1419.59998,1420.59998,1417.80005,1419.19995,860838
2025-05-06 09:30:00+00:00,1420.09998,1423.0,1419.40002,1419.40002,1449570
2025-05-06 09:45:00+00:00,1418.0,1422.0,1418.0,1420.09998,1461452
2025-05-07 03:45:00+00:00,1420.30005,1423.69995,1412.90002,1416.59998,680056
2025-05-07 04:00:00+00:00,1417.09998,1422.0,1416.5,1420.30005,530290
2025-05-07 04:15:00+00:00,1415.19995,1417.59998,1412.40002,1417.09998,541224
2025-05-07 04:30:00+00:00,1411.59998,1415.19995,1410.5,1415.19995,525233
2025-05-07 04:45:00+00:00,1415.0,1416.5,1410.90002,1411.80005,463698
2025-05-07 05:00:00+00:00,1416.40002,1417.90002,1414.80005,1415.0,262300
2025-05-07 05:15:00+00:00,1414.19995,1417.40002,1413.0,1416.59998,239581
2025-05-07 05:30:00+00:00,1415.0,1415.69995,1413.90002,1414.30005,173205
2025-05-07 05:45:00+00:00,1419.69995,1421.40002,1414.59998,1415.0,353474
2025-05-07 06:00:00+00:00,1418.80005,1421.5,1418.80005,1420.0,151341
2025-05-07 06:15:00+00:00,1416.80005,1419.0,1416.0,1418.90002,116289
2025-05-07 06:30:00+00:00,1417.09998,1418.0,1416.19995,1416.80005,140939
2025-05-07 06:45:00+00:00,1416.5,1417.80005,1416.0,1416.59998,185464
2025-05-07 07:00:00+00:00,1416.5,1417.59998,1416.30005,1416.59998,153121
2025-05-07 07:15:00+00:00,1417.90002,1418.5,1416.40002,1416.59998,269567
2025-05-07 07:30:00+00:00,1416.09998,1417.90002,1415.90002,1417.90002,249901
2025-05-07 07:45:00+00:00,1415.0,1416.40002,1415.0,1416.0,365141
2025-05-07 08:00:00+00:00,1413.90002,1415.59998,1413.5,1415.0,279752
2025-05-07 08:15:00+00:00,1412.5,1414.19995,1412.19995,1413.90002,249484
2025-05-07 08:30:00+00:00,1416.09998,1416.5,1412.5,1412.5,389460
2025-05-07 08:45:00+00:00,1413.5,1416.19995,1413.0,1416.09998,354041
2025-05-07 09:00:00+00:00,1413.90002,1415.0,1412.69995,1413.5,479251
2025-05-07 09:15:00+00:00,1412.40002,1414.09998,1412.09998,1414.09998,676669
2025-05-07 09:30:00+00:00,1405.69995,1412.80005,1405.69995,1412.80005,2076055
2025-05-07 09:45:00+00:00,1406.0,1407.09998,1402.69995,1405.69995,2312502
2025-05-08 03:45:00+00:00,1399.30005,1409.69995,1398.40002,1406.90002,548797
2025-05-08 04:00:00+00:00,1403.30005,1406.59998,1398.30005,1399.0,407592
2025-05-08 04:15:00+00:00,1407.09998,1411.40002,1403.69995,1403.80005,403744
2025-05-08 04:30:00+00:00,1411.19995,1413.30005,1407.09998,1407.19995,344610
2025-05-08 04:45:00+00:00,1411.5,1412.19995,1409.30005,1411.0,244029
2025-05-08 05:00:00+00:00,1410.80005,1413.90002,1410.0,1411.69995,284130
2025-05-08 05:15:00+00:00,1415.69995,1415.90002,1410.09998,1410.80005,378572
2025-05-08 05:30:00+00:00,1416.0,1418.09998,1415.59998,1415.80005,350359
2025-05-08 05:45:00+00:00,1418.40002,1419.19995,1415.0,1415.90002,260872
2025-05-08 06:00:00+00:00,1417.90002,1419.0,1416.5,1418.40002,179319
2025-05-08 06:15:00+00:00,1417.80005,1418.80005,1416.90002,1417.5,189381
2025-05-08 06:30:00+00:00,1418.59998,1418.80005,1417.19995,1418.0,209186
2025-05-08 06:45:00+00:00,1418.90002,1419.90002,1417.19995,1418.5,272935
2025-05-08 07:00:00+00:00,1420.40002,1420.5,1418.30005,1418.90002,359667
2025-05-08 07:15:00+00:00,1417.69995,1420.80005,1415.90002,1420.40002,618291
2025-05-08 07:30:00+00:00,1416.80005,1417.69995,1416.0,1417.69995,381570
2025-05-08 07:45:00+00:00,1415.59998,1416.90002,1413.59998,1416.69995,499453
2025-05-08 08:00:00+00:00,1415.30005,1417.0,1414.09998,1415.59998,321841
2025-05-08 08:15:00+00:00,1415.19995,1418.59998,1414.69995,1415.30005,532898
2025-05-08 08:30:00+00:00,1415.0,1416.40002,1414.09998,1415.19995,406755
2025-05-08 08:45:00+00:00,1415.30005,1415.30005,1412.59998,1415.0,560355
2025-05-08 09:00:00+00:00,1413.69995,1415.90002,1413.5,1415.30005,466358
2025-05-08 09:15:00+00:00,1409.19995,1413.5,1405.90002,1413.30005,1550813
2025-05-08 09:30:00+00:00,1408.40002,1411.80005,1407.69995,1409.5,2819305
2025-05-08 09:45:00+00:00,1398.0,1408.40002,1398.0,1408.30005,2804495
2025-05-09 03:45:00+00:00,1389.19995,1394.80005,1382.09998,1386.0,968218
2025-05-09 04:00:00+00:00,1387.80005,1389.90002,1385.30005,1389.19995,804122
2025-05-09 04:15:00+00:00,1383.09998,1389.30005,1382.0,1387.5,607677
2025-05-09 04:30:00+00:00,1384.40002,1384.80005,1376.90002,1383.09998,733174
2025-05-09 04:45:00+00:00,1385.0,1386.5,1382.5,1384.59998,415671
2025-05-09 05:00:00+00:00,1384.30005,1386.0,1382.30005,1384.80005,464764
2025-05-09 05:15:00+00:00,1380.19995,1384.90002,1380.0,1384.0,394071
2025-05-09 05:30:00+00:00,1383.59998,1384.0,1379.30005,1380.19995,257650
2025-05-09 05:45:00+00:00,1389.30005,1389.80005,1383.0,1383.40002,420640
2025-05-09 06:00:00+00:00,1385.69995,1390.30005,1385.30005,1389.69995,410681
2025-05-09 06:15:00+00:00,1384.80005,1385.80005,1382.09998,1385.69995,416096
2025-05-09 06:30:00+00:00,1384.0,1385.0,1382.0,1384.40002,267307
2025-05-09 06:45:00+00:00,1381.80005,1384.19995,1381.0,1384.0,317200
2025-05-09 07:00:00+00:00,1378.80005,1381.80005,1378.0,1381.5,201783
2025-05-09 07:15:00+00:00,1380.30005,1382.69995,1378.5,1378.80005,279111
2025-05-09 07:30:00+00:00,1379.59998,1381.0,1378.40002,1380.5,200248
2025-05-09 07:45:00+00:00,1376.30005,1380.30005,1376.0,1379.19995,279451
2025-05-09 08:00:00+00:00,1376.80005,1378.40002,1375.5,1376.19995,314964
2025-05-09 08:15:00+00:00,1377.30005,1379.30005,1376.09998,1376.90002,249454
2025-05-09 08:30:00+00:00,1379.90002,1379.90002,1377.09998,1377.40002,293206
2025-05-09 08:45:00+00:00,1376.80005,1382.30005,1376.5,1379.90002,435855
2025-05-09 09:00:00+00:00,1376.30005,1378.5,1375.0,1376.80005,498945
2025-05-09 09:15:00+00:00,1378.5,1380.5,1376.30005,1376.30005,475554
2025-05-09 09:30:00+00:00,1376.90002,1378.5,1374.59998,1378.5,1442447
